csv_path,L,C,Lg,Vin,Vs1,Time step,MAE,MARE,MAXRE
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.001,200.0,400.0,5e-07,3.5518997510274253,0.0019224066054448,13.854851722717283
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.001,200.0,500.0,2e-06,9.153074582417808,0.0046946695074439,8.505539894104004
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.001,200.0,500.0,5e-06,22.54195213317871,0.014050118625164,32.79790496826172
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.001,200.0,500.0,5e-07,3.6846848328908286,0.0020627418998628,14.39299488067627
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.001,300.0,100.0,2e-06,8.977196057637533,0.005679112393409,42.240360260009766
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.001,300.0,100.0,5e-06,22.499696731567383,0.0111525980755686,7.558812141418457
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.001,300.0,100.0,5e-07,3.239024003346761,0.0016029188409447,12.46299934387207
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.001,300.0,200.0,2e-06,9.023839950561523,0.0057061840780079,42.78022384643555
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.001,300.0,200.0,5e-06,22.52089246114095,0.0111458823084831,7.597196578979492
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.001,300.0,200.0,5e-07,3.3543386459350586,0.0017165830358862,13.001572608947754
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.001,300.0,300.0,2e-06,9.073856353759766,0.0057344776578247,43.31793975830078
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.001,300.0,300.0,5e-06,22.54347038269043,0.0111413104459643,7.635520935058594
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.001,300.0,300.0,5e-07,3.4772849082946777,0.0018423398723825,13.541007041931152
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.001,300.0,400.0,2e-06,9.126997947692873,0.0057655000127851,43.85737228393555
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.001,300.0,400.0,5e-06,22.567582448323567,0.0111373821273446,7.673935890197754
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.001,300.0,400.0,5e-07,3.606929858525594,0.0019808849319815,14.079150199890137
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.001,300.0,500.0,2e-06,9.183273633321129,0.0057985391467809,44.39594268798828
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.001,300.0,500.0,5e-06,22.593225479125977,0.011134291999042,7.7123517990112305
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.001,300.0,500.0,5e-07,3.742968002955119,0.0021223647054284,14.619444847106934
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.001,400.0,100.0,2e-06,8.996300061543783,0.0056901979260146,42.46508407592773
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.001,400.0,100.0,5e-06,22.50843111673991,0.0111493160948157,7.5748772621154785
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.001,400.0,100.0,5e-07,3.2863006591796875,0.0016499673947691,12.689019203186035
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.001,400.0,200.0,2e-06,9.044421513875326,0.0057178759016096,43.004520416259766
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.001,400.0,200.0,5e-06,22.530203501383465,0.0111438585445284,7.613262176513672
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.001,400.0,200.0,5e-07,3.404931624730428,0.0017650340450927,13.227593421936035
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.001,400.0,300.0,2e-06,9.095707575480144,0.0057471464388072,43.5439567565918
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.001,400.0,300.0,5e-06,22.553383509318035,0.0111395865678787,7.651524543762207
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.001,400.0,300.0,5e-07,3.530762592951457,0.0018997866427525,13.767027854919434
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.001,400.0,400.0,2e-06,9.150147755940756,0.0057790749706327,44.08296203613281
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.001,400.0,400.0,5e-06,22.578141530354817,0.011135964654386,7.690062522888184
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.001,400.0,400.0,5e-07,3.663092533747355,0.0020397645421326,14.305169105529783
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.001,400.0,500.0,2e-06,9.20773188273112,0.005813147407025,44.62196731567383
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.001,400.0,500.0,5e-06,22.60432370503744,0.0111332349479198,7.728416442871094
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.001,400.0,500.0,5e-07,3.801618417104085,0.0021822161506861,14.844603538513184
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.001,500.0,100.0,2e-06,9.016016642252604,0.0057016499340534,42.69153594970703
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.001,500.0,100.0,5e-06,22.51740455627441,0.0111468313261866,7.590973377227783
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.001,500.0,100.0,5e-07,3.3350072701772056,0.0016978323692455,12.915470123291016
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.001,500.0,200.0,2e-06,9.0655091603597,0.0057297577150166,43.229679107666016
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.001,500.0,200.0,5e-06,22.539669036865234,0.0111420257017016,7.629204750061035
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.001,500.0,200.0,5e-07,3.456747531890869,0.0018200253834947,13.454473495483398
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.001,500.0,300.0,2e-06,9.11811351776123,0.005760280881077,43.76868438720703
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.001,500.0,300.0,5e-06,22.56350390116373,0.0111379586160182,7.667681694030762
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.001,500.0,300.0,5e-07,3.5853763421376548,0.0019580808002501,13.991756439208984
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.001,500.0,400.0,2e-06,9.17391300201416,0.0057929246686398,44.30854797363281
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.001,500.0,400.0,5e-06,22.588908513387043,0.0111347520723938,7.706158638000488
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.001,500.0,400.0,5e-07,3.7203505833943686,0.0020991063211113,14.53205108642578
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.001,500.0,500.0,2e-06,9.232674598693848,0.0058279312215745,44.84669494628906
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.001,500.0,500.0,5e-06,22.615720748901367,0.0111322104930877,7.744543075561523
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.001,500.0,500.0,5e-07,3.86124587059021,0.0022422946058213,15.071054458618164
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.0001,100.0,100.0,2e-06,9.074030558268229,0.0057345735840499,43.31966018676758
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.0001,100.0,100.0,5e-06,22.54351043701172,0.0111412815749645,7.635704040527344
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.0001,100.0,100.0,5e-07,3.4777417182922363,0.0018428923794999,13.544451713562012
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.0001,100.0,200.0,2e-06,9.127171516418455,0.0057656620629131,43.85995864868164
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.0001,100.0,200.0,5e-06,22.56764729817708,0.0111373802646994,7.674089431762695
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.0001,100.0,200.0,5e-07,3.607421318689982,0.0019813997205346,14.08302402496338
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.0001,100.0,300.0,2e-06,9.183491388956703,0.0057986513711512,44.39766311645508
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.0001,100.0,300.0,5e-06,22.59331448872884,0.0111342938616871,7.712504863739014
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.0001,100.0,300.0,5e-07,3.7434398333231607,0.002122892299667,14.621597290039062
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.0001,100.0,400.0,2e-06,9.24276065826416,0.0058339103125035,44.93580627441406
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.0001,100.0,400.0,5e-06,22.62026659647624,0.0111318007111549,7.750828266143799
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.0001,100.0,400.0,5e-07,3.885204156239828,0.0022662663832306,15.159309387207031
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.0001,100.0,500.0,2e-06,9.304935773213703,0.0058709778822958,45.47567367553711
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.0001,100.0,500.0,5e-06,22.6488520304362,0.0111300321295857,7.789183139801025
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.0001,100.0,500.0,5e-07,4.031999031702678,0.0024108721408993,15.698742866516112
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.0001,200.0,100.0,2e-06,9.095860799153646,0.0057472586631774,43.54568099975586
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.0001,200.0,100.0,5e-06,22.55346616109212,0.011139546521008,7.651708602905273
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.0001,200.0,100.0,5e-07,3.531191269556681,0.0019003633642569,13.769179344177246
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.0001,200.0,200.0,2e-06,9.150336265563965,0.0057791881263256,44.08468246459961
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.0001,200.0,200.0,5e-06,22.578201293945312,0.0111359609290957,7.690123558044434
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.0001,200.0,200.0,5e-07,3.663553158442179,0.0020402420777827,14.30775260925293
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.0001,200.0,300.0,2e-06,9.2078857421875,0.0058132237754762,44.622825622558594
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.0001,200.0,300.0,5e-06,22.60442606608073,0.0111331911757588,7.72853946685791
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.0001,200.0,300.0,5e-07,3.802067597707113,0.0021827223245054,14.847617149353027
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.0001,200.0,400.0,2e-06,9.268407821655272,0.0058492496609687,45.16269302368164
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.0001,200.0,400.0,5e-06,22.63201840718587,0.011130946688354,7.766801834106445
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.0001,200.0,400.0,5e-07,3.946005264918009,0.0023266493808478,15.38489818572998
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.0001,200.0,500.0,2e-06,9.331849098205566,0.0058868867345154,45.701690673828125
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.0001,200.0,500.0,5e-06,22.66131146748861,0.0111297788098454,7.805308818817139
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.0001,200.0,500.0,5e-07,4.094887653986613,0.0024717783089727,15.92390251159668
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.0001,300.0,100.0,2e-06,9.118274052937826,0.0057603954337537,43.77040481567383
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.0001,300.0,100.0,5e-06,22.5635986328125,0.0111379278823733,7.667835235595703
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.0001,300.0,100.0,5e-07,3.5858420530954995,0.0019586216658353,13.994338035583496
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.0001,300.0,200.0,2e-06,9.174085934956867,0.005792997777462,44.30941009521485
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.0001,300.0,200.0,5e-06,22.588993708292644,0.0111347204074263,7.706219673156738
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.0001,300.0,200.0,5e-07,3.720824639002482,0.0020996271632611,14.53334140777588
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.0001,300.0,300.0,2e-06,9.232864379882812,0.0058280956000089,44.849708557128906
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.0001,300.0,300.0,5e-06,22.615812301635746,0.0111321778967976,7.744604110717773
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.0001,300.0,300.0,5e-07,3.8617164293924966,0.00224280054681,15.072345733642578
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.0001,300.0,400.0,2e-06,9.29456361134847,0.0058648525737226,45.38741683959961
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.0001,300.0,400.0,5e-06,22.644053141276043,0.0111302211880683,7.782958984375
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.0001,300.0,400.0,5e-07,4.00768780708313,0.0023871990852057,15.61005687713623
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.0001,300.0,500.0,2e-06,9.359306653340658,0.0059029660187661,45.92642211914063
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.0001,300.0,500.0,5e-06,22.6740239461263,0.0111295850947499,7.821343898773193
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.0001,300.0,500.0,5e-07,4.158734877904256,0.0025327582843601,16.151214599609375
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.0001,400.0,100.0,2e-06,9.141273180643717,0.0057738330215215,43.99599838256836
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.0001,400.0,100.0,5e-06,22.57403818766276,0.0111364806070923,7.683869361877441
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.0001,400.0,100.0,5e-07,3.641554752985636,0.0020172607619315,14.219496726989746
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.0001,400.0,200.0,2e-06,9.198356946309408,0.0058075152337551,44.53499984741211
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.0001,400.0,200.0,5e-06,22.600061416625977,0.011133600026369,7.722223281860352
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.0001,400.0,200.0,5e-07,3.779135465621948,0.0021592967677861,14.75806999206543
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.0001,400.0,300.0,2e-06,9.258378028869627,0.0058431369252502,45.07271194458008
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.0001,400.0,300.0,5e-06,22.62742741902669,0.0111312652006745,7.760546684265137
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.0001,400.0,300.0,5e-07,3.922217766443888,0.0023030948359519,15.298364639282228
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.0001,400.0,400.0,2e-06,9.321304321289062,0.0058806352317333,45.613868713378906
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.0001,400.0,400.0,5e-06,22.65639940897624,0.0111298896372318,7.799054622650146
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.0001,400.0,400.0,5e-07,4.070281744003296,0.0024479953572154,15.836077690124512
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.0001,400.0,500.0,2e-06,9.387288093566896,0.0059191663749516,46.15158081054688
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.0001,400.0,500.0,5e-06,22.68699836730957,0.0111295012757182,7.837378025054932
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.0001,400.0,500.0,5e-07,4.223432858784993,0.002593922894448,16.374650955200195
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,0.0001,500.0,100.0,2e-06,9.164779345194498,0.0057875686325132,44.221588134765625
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_5e-06.csv,0.001,0.001,0.0001,500.0,100.0,5e-06,22.584754308064777,0.0111351674422621,7.69984245300293
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_5e-07.csv,0.001,0.001,0.0001,500.0,100.0,5e-07,3.698357105255127,0.0020763573702424,14.445087432861328
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.001,0.0001,500.0,200.0,2e-06,9.223079681396484,0.0058222687803208,44.76187896728516
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_5e-06.csv,0.001,0.001,0.0001,500.0,200.0,5e-06,22.61132558186849,0.0111325606703758,7.738349914550781
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_5e-07.csv,0.001,0.001,0.0001,500.0,200.0,5e-07,3.838332096735636,0.0022193340118974,14.984521865844728
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.001,0.0001,500.0,300.0,2e-06,9.284342765808104,0.0058587393723428,45.299163818359375
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_5e-06.csv,0.001,0.001,0.0001,500.0,300.0,5e-06,22.6393502553304,0.0111305145546793,7.776673316955566
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_5e-07.csv,0.001,0.001,0.0001,500.0,300.0,5e-07,3.983534256617228,0.0023635705001652,15.523093223571776
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.001,0.0001,500.0,400.0,2e-06,9.34856128692627,0.0058966395445168,45.83816909790039
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_5e-06.csv,0.001,0.001,0.0001,500.0,400.0,5e-06,22.66901206970215,0.011129674501717,7.815089225769043
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_5e-07.csv,0.001,0.001,0.0001,500.0,400.0,5e-07,4.133737405141194,0.002508939942345,16.062957763671875
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.001,0.0001,500.0,500.0,2e-06,9.415668169657389,0.0059357080608606,46.376739501953125
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_5e-06.csv,0.001,0.001,0.0001,500.0,500.0,5e-06,22.7001444498698,0.0111295403912663,7.853658199310303
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_5e-07.csv,0.001,0.001,0.0001,500.0,500.0,5e-07,4.288849592208862,0.0026553228963166,16.66496467590332
new_3ph_inv_L=1e-03_C=1e-03_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.001,1e-05,100.0,100.0,2e-06,9.08882999420166,0.0057430635206401,43.47206115722656
