csv_path,L,C,Lg,Vin,Vs1,Time step,MAE,MARE,MAXRE
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,300.0,200.0,5e-06,22.381467819213867,0.0112423822283744,7.266387939453125
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,300.0,200.0,5e-07,2.6355205376942954,0.0013520125066861,10.82014274597168
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,300.0,300.0,2e-06,8.759255091349283,0.0055622779764235,38.67441177368164
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,300.0,300.0,5e-06,22.391873677571613,0.0112285539507865,7.304834365844727
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,300.0,300.0,5e-07,2.686015526453654,0.0013418482849374,9.638140678405762
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,300.0,400.0,2e-06,8.782340367635092,0.0055740401148796,39.21384811401367
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,300.0,400.0,5e-06,22.40389060974121,0.0112153487280011,7.343188285827637
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,300.0,400.0,5e-07,2.7453877131144204,0.0013421414187178,9.436487197875977
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,300.0,500.0,2e-06,8.808834711710611,0.0055881789885461,39.75284957885742
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,300.0,500.0,5e-06,22.417626063028973,0.0112026212736964,7.381604194641113
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,300.0,500.0,5e-07,2.8135735988616943,0.0013513924786821,9.974199295043944
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,400.0,100.0,2e-06,8.729843139648438,0.0055507882498204,37.82070159912109
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,400.0,100.0,5e-06,22.37621053059896,0.0112506374716758,7.244160175323486
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,400.0,100.0,5e-07,2.610530058542887,0.0013623287668451,11.510431289672852
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,400.0,200.0,2e-06,8.747480074564615,0.0055572893470525,38.360137939453125
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,400.0,200.0,5e-06,22.385639826456707,0.0112365735694766,7.2825140953063965
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,400.0,200.0,5e-07,2.655576467514038,0.0013464906951412,10.3265380859375
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,400.0,300.0,2e-06,8.768425941467285,0.0055666267871856,38.89913940429688
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,400.0,300.0,5e-06,22.39673614501953,0.0112229511141777,7.320899486541748
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,400.0,300.0,5e-07,2.7097609837849936,0.0013408373342826,9.142644882202148
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,400.0,400.0,2e-06,8.7930326461792,0.0055798175744712,39.43943405151367
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,400.0,400.0,5e-06,22.40941556294759,0.0112099861726164,7.359284400939941
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,400.0,400.0,5e-07,2.772855599721273,0.00134497822728,9.662076950073242
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,400.0,500.0,2e-06,8.820931752522787,0.0055946297943592,39.977577209472656
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,400.0,500.0,5e-06,22.42382431030273,0.0111974133178591,7.397668838500977
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,400.0,500.0,5e-07,2.844665050506592,0.0013578105717897,10.200650215148926
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,500.0,100.0,2e-06,8.736868222554525,0.0055533852428197,38.04715347290039
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,500.0,100.0,5e-06,22.37994766235352,0.0112446853891015,7.260195255279541
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,500.0,100.0,5e-07,2.6282381216684976,0.0013546462869271,11.015881538391112
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,500.0,200.0,2e-06,8.7558224995931,0.0055607967078685,38.58615493774414
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,500.0,200.0,5e-06,22.390026728312176,0.0112307956442236,7.298610210418701
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,500.0,200.0,5e-07,2.67720103263855,0.0013426565565168,9.830097198486328
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,500.0,300.0,2e-06,8.778305689493815,0.0055718901567161,39.12559127807617
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,500.0,300.0,5e-06,22.40184783935547,0.0112174628302454,7.336903095245361
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,500.0,300.0,5e-07,2.735100189844767,0.0013414783170446,9.349523544311523
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,500.0,400.0,2e-06,8.804299672444662,0.0055857389234006,39.66459274291992
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,500.0,400.0,5e-06,22.41526730855306,0.0112046850845217,7.375411033630371
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,500.0,400.0,5e-07,2.801851431528727,0.0013493406586349,9.887665748596191
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,0.0001,500.0,500.0,2e-06,8.833670298258463,0.0056014112196862,40.20402526855469
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,0.0001,500.0,500.0,5e-06,22.43032964070638,0.0111922742798924,7.413734436035156
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,0.0001,500.0,500.0,5e-07,2.877263148625692,0.00136603647843,10.426239013671877
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,100.0,100.0,2e-06,8.715924898783365,0.0055458978749811,37.29805755615234
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,100.0,100.0,5e-06,22.368576685587566,0.0112655758857727,7.206756114959717
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,100.0,100.0,5e-07,2.5758612155914307,0.0013870428083464,12.656500816345217
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,100.0,200.0,2e-06,8.730303764343262,0.0055510099045932,37.837493896484375
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,100.0,200.0,5e-06,22.37650362650553,0.0112502230331301,7.245233535766602
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,100.0,200.0,5e-07,2.611622412999471,0.0013617263175547,11.47638988494873
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,100.0,300.0,2e-06,8.74802335103353,0.0055575142614543,38.37606430053711
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,100.0,300.0,5e-06,22.38588078816732,0.011236154474318,7.283649444580078
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,100.0,300.0,5e-07,2.656979560852051,0.0013461406342685,10.290605545043944
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,100.0,400.0,2e-06,8.76906712849935,0.005566956475377,38.91463851928711
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,100.0,400.0,5e-06,22.39711316426595,0.0112225450575351,7.321942329406738
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,100.0,400.0,5e-07,2.71139931678772,0.001340844319202,9.137710571289062
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,100.0,500.0,2e-06,8.793746948242188,0.005580227356404,39.45493316650391
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,100.0,500.0,5e-06,22.409818649291992,0.0112096155062317,7.360387802124023
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,100.0,500.0,5e-07,2.774742364883423,0.0013451715931296,9.67628288269043
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,200.0,100.0,2e-06,8.721474329630533,0.0055477656424045,37.52278900146485
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,200.0,100.0,5e-06,22.371665318806965,0.011258759535849,7.222852230072021
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,200.0,100.0,5e-07,2.5896736780802407,0.0013752983650192,12.164788246154783
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,200.0,200.0,2e-06,8.737378438313803,0.005553585011512,38.06351089477539
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,200.0,200.0,5e-06,22.380229314168293,0.0112442746758461,7.261298656463623
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,200.0,200.0,5e-07,2.629451274871826,0.0013541389489546,10.980895042419434
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,200.0,300.0,2e-06,8.756381034851074,0.0055610216222703,38.60122299194336
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,200.0,300.0,5e-06,22.39034144083659,0.0112304016947746,7.299683570861816
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,200.0,300.0,5e-07,2.678687413533529,0.0013424720382317,9.797001838684082
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,200.0,400.0,2e-06,8.779010454813639,0.0055722147226333,39.13979721069336
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,200.0,400.0,5e-06,22.40222994486491,0.0112170903012156,7.338006973266602
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,200.0,400.0,5e-07,2.736846446990967,0.0013415013672783,9.363299369812012
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,200.0,500.0,2e-06,8.80510171254476,0.0055861379951238,39.67879867553711
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,200.0,500.0,5e-06,22.415703455607098,0.0112043498083949,7.376453399658203
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,200.0,500.0,5e-07,2.8038726647694907,0.0013496442697942,9.901872634887695
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,300.0,100.0,2e-06,8.727711995442709,0.0055500180460512,37.74837493896485
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,300.0,100.0,5e-06,22.375052134195965,0.0112525587901473,7.238978862762451
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,300.0,100.0,5e-07,2.6051586469014487,0.0013651833869516,11.669292449951172
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,300.0,200.0,2e-06,8.744935671488443,0.0055562541820108,38.28651809692383
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,300.0,200.0,5e-06,22.38422966003418,0.0112384287640452,7.277333259582519
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,300.0,200.0,5e-07,2.648943026860555,0.0013480830239132,10.48539924621582
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,300.0,300.0,2e-06,8.765385945638021,0.0055651324801146,38.82638168334961
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,300.0,300.0,5e-06,22.39507993062337,0.0112247355282306,7.315718173980713
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,300.0,300.0,5e-07,2.701939821243286,0.0013409262755885,9.301506042480469
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,300.0,400.0,2e-06,8.789517084757486,0.0055779092945158,39.36581802368164
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,300.0,400.0,5e-06,22.407625834147137,0.0112116858363151,7.354103088378906
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,300.0,400.0,5e-07,2.763822555541992,0.0013438822934404,9.589320182800291
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,300.0,500.0,2e-06,8.817010561625162,0.0055924826301634,39.90353012084961
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,300.0,500.0,5e-06,22.421788533528645,0.0111990896984934,7.392395973205566
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,300.0,500.0,5e-07,2.834482987721761,0.0013554957695305,10.12832260131836
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,400.0,100.0,2e-06,8.734590848286947,0.0055525111965835,37.97396469116211
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,400.0,100.0,5e-06,22.378760655721027,0.011246589012444,7.255013942718506
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,400.0,100.0,5e-07,2.622328360875448,0.0013569843722507,11.176633834838867
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,400.0,200.0,2e-06,8.753098169962565,0.0055596162565052,38.51340103149414
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,400.0,200.0,5e-06,22.388569513956707,0.0112326368689537,7.293306827545166
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,400.0,200.0,5e-07,2.670037269592285,0.0013435586588457,9.990849494934082
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,400.0,300.0,2e-06,8.775079409281412,0.0055701662786304,39.052833557128906
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,400.0,300.0,5e-06,22.400184631347656,0.0112192379310727,7.331813812255859
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,400.0,300.0,5e-07,2.726756811141968,0.0013411144027486,9.275904655456545
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,400.0,400.0,2e-06,8.800612449645996,0.0055837980471551,39.591835021972656
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,400.0,400.0,5e-06,22.413354237874348,0.0112063726410269,7.370168685913086
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,400.0,400.0,5e-07,2.792384703954061,0.0013477272586897,9.814908027648926
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,400.0,500.0,2e-06,8.829525311787924,0.0055991397239267,40.12997817993164
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,400.0,500.0,5e-06,22.42825253804525,0.0111939311027526,7.408553123474121
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,400.0,500.0,5e-07,2.8666210174560547,0.0013632052578032,10.35305118560791
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,500.0,100.0,2e-06,8.741918563842773,0.0055552423000335,38.20084762573242
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,500.0,100.0,5e-06,22.38265101114909,0.0112407160922884,7.271109104156494
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,500.0,100.0,5e-07,2.6411821842193604,0.0013501985231414,10.678301811218262
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,500.0,200.0,2e-06,8.761808713277182,0.0055634919553995,38.73941802978516
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,500.0,200.0,5e-06,22.393267313639324,0.0112269418314099,7.309494495391846
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,500.0,200.0,5e-07,2.692681233088176,0.0013413805281743,9.494409561157228
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,500.0,300.0,2e-06,8.785351435343424,0.0055756536312401,39.277130126953125
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,500.0,300.0,5e-06,22.405467351277668,0.0112138045951724,7.347817897796631
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,500.0,300.0,5e-07,2.7531447410583496,0.0013428061502054,9.501494407653809
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,500.0,400.0,2e-06,8.81230099995931,0.005589994136244,39.81656265258789
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,500.0,400.0,5e-06,22.419357935587566,0.0112011367455124,7.386202812194824
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,500.0,400.0,5e-07,2.822392543156942,0.0013530276482924,10.040498733520508
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.0001,1e-05,1e-05,500.0,500.0,2e-06,8.842705090840658,0.005606388207525,40.35470962524414
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_5e-06.csv,0.0001,1e-05,1e-05,500.0,500.0,5e-06,22.434886296590168,0.0111888172104954,7.424618721008301
new_3ph_inv_L=1e-04_C=1e-05_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_5e-07.csv,0.0001,1e-05,1e-05,500.0,500.0,5e-07,2.900230089823405,0.0013722898438572,10.57777976989746
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.001,100.0,100.0,2e-06,8.718228975931803,0.0055466680787503,37.394493103027344
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.001,100.0,100.0,5e-06,22.369855880737305,0.0112626552581787,7.213716506958008
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.001,100.0,100.0,5e-07,2.581595261891683,0.0013819212326779,12.446577072143556
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.001,100.0,200.0,2e-06,8.73321278889974,0.0055520087480545,37.93263626098633
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.001,100.0,200.0,5e-06,22.37802505493164,0.0112476497888565,7.252070426940918
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.001,100.0,200.0,5e-07,2.6190172831217446,0.0013582211686298,11.26079273223877
